id,name,short_name,organizer,organizer_url,edition_url,areas,tags,start_date,end_date,format,city,region_name,country,venue,lat,lon,description,deadlines,confidence,notes,sources
nube-2026,National Update on Behavioral Emergencies (NUBE) Conference 2026,NUBE 2026,American Association for Emergency Psychiatry,https://www.emergencypsychiatry.org/,http://www.behavioralemergencies.civicaconferences.com/,psychiatry,emergency; general-psychiatry,2026-12-07,2026-12-09,,Scottsdale,Arizona,US,,33.4942,-111.9261,"The AAEP National Update on Behavioral Emergencies conference is held December 7 to 9, 2026 in Scottsdale, Arizona. It addresses behavioral emergencies in emergency departments, psychiatric emergency services and crisis settings.",Speaker proposal submission = 2026-07-31,medium,"The conference site labels 2026 as the 17th Annual NUBE although the 2025 New Orleans meeting carried the same number, so the edition count is ambiguous. No hotel is named yet. emergencypsychiatry.org blocks automated fetches. No 2027 information found.",http://www.behavioralemergencies.civicaconferences.com/; http://www.behavioralemergencies.civicaconferences.com/2026-call-for-presenters/; http://www.behavioralemergencies.civicaconferences.com/about/
sabcs-2026,2026 San Antonio Breast Cancer Symposium,SABCS 2026,"UT Health San Antonio MD Anderson Cancer Center, American Association for Cancer Research, and Baylor College of Medicine",https://www.sabcs.org,https://www.sabcs.org,oncology,breast-cancer; cancer-research; clinical-trials,2026-12-08,2026-12-11,,San Antonio,Texas,US,,29.4241,-98.4936,"The San Antonio Breast Cancer Symposium is an annual meeting focused on breast cancer research, prevention, and treatment, co-sponsored by UT Health San Antonio, the American Association for Cancer Research, and Baylor College of Medicine. The 2026 symposium is held in San Antonio, Texas.",Abstract submission = 2026-07-13; Late-breaking abstract submission = 2026-09-30; Early registration = 2026-09-25,high,"Venue was not stated on the fetched pages, so it is left null rather than assumed. No SABCS 2027 dates were found published as of 2026-09-10.",https://www.sabcs.org; https://www.sabcs.org/Abstracts
ash-annual-2026,ASH Annual Meeting and Exposition 2026,ASH 2026,American Society of Hematology,https://www.hematology.org,https://www.hematology.org/meetings/annual-meeting,hematology; oncology,hematology; oncology; clinical-trials,2026-12-12,2026-12-15,hybrid,New Orleans,Louisiana,US,Ernest N. Morial Convention Center,29.9412,-90.0651,"The ASH Annual Meeting and Exposition is the primary scientific meeting of the American Society of Hematology, covering malignant and non-malignant blood disorders. The 68th edition is scheduled for December 12 to 15, 2026 at the Ernest N. Morial Convention Center in New Orleans, Louisiana, with in person and virtual attendance options.",Abstract submission opens = 2026-06-02; Abstract submission = 2026-08-04; Travel award application = 2026-08-04; Abstract withdrawal deadline = 2026-09-16; Late-breaking abstract submission opens = 2026-10-14; Late-breaking abstract submission = 2026-10-28; Abstract notification = 2026-11-04; Advance registration opens (members) = 2026-07-22; Advance registration opens (non-members) = 2026-08-12; Early registration = 2026-10-21,high,"Search results also referenced a generic August 2026 acceptance notification distinct from the November 4, 2026 presentation-format notification; only the precisely dated November 4 item is recorded as a deadline entry.",https://www.hematology.org/meetings/annual-meeting; https://www.hematology.org/meetings/annual-meeting/abstracts/call-for-abstracts; https://www.hematology.org/meetings/annual-meeting/registration-information
acnp-annual-2027,ACNP 65th Annual Meeting 2027,ACNP 2027,American College of Neuropsychopharmacology,https://acnp.org/,https://acnp.org/annual-meeting/,psychiatry,psychopharmacology; neuroscience; biological-psychiatry,2027-01-10,2027-01-13,in-person,San Diego,California,US,Manchester Grand Hyatt San Diego,32.7116,-117.1683,"The 65th ACNP Annual Meeting runs Sunday through Wednesday, January 10 to 13, 2027, at the Manchester Grand Hyatt in San Diego. Attendance is by membership or invitation, and poster abstract submission requires prior meeting registration.","Travel award application = 2026-05-14; Panel, mini-panel and study group chair submission = 2026-05-19; Panel presenter abstracts due = 2026-06-02; Panel, mini-panel and study group final submission = 2026-06-04; Member invited guest invitation requests = 2026-08-26; Poster abstract submission = 2026-08-27; Promising Targets abstract submission = 2026-10-28",high,"ACNP moved from December to January meetings starting with the 64th meeting (January 2026), so there was no calendar 2025 meeting and the 2026 edition has already ended. Poster and panel deadlines for the January 2027 meeting have passed; only the Promising Targets track remains open.",https://acnp.org/annual-meeting/; https://acnp.org/annual-meeting/submissions/; https://acnp.org/annual-meeting/travel-awards/; https://acnp.org/annual-meeting/dates-locations/; https://x.com/ACNPorg/status/1937163849871798301
apsard-2027,APSARD 2027 Annual Conference (American Professional Society of ADHD and Related Disorders),APSARD 2027,American Professional Society of ADHD and Related Disorders,https://apsard.org/,https://apsard.org/Web/Events/Annual-Conference.aspx,psychiatry,adhd; child-adolescent; general-psychiatry,2027-01-14,2027-01-17,,Washington,District of Columbia,US,Grand Hyatt Washington,38.899,-77.0225,"The APSARD 2027 Annual Conference takes place January 14 to 17, 2027 at the Grand Hyatt Washington. Poster and symposia submissions are accepted through the APSARD submission platform.",Emerging Leader Travel Award application = 2026-10-29,medium,Abstract deadlines could not be verified; the 2027 submission guidelines link points to a SharePoint file that requires authentication.,https://apsard.org/; https://apsard.org/Web/Events/Annual-Conference.aspx; https://apsard.secure-platform.com/site/; https://www.globenewswire.com/news-release/2026/01/15/3219495/34897/en/Collegium-to-Present-Four-Real-World-Data-Posters-at-APSARD-2026-Annual-Conference.html
asn-annual-2027,50th American Society of Neuroimaging Annual Meeting,ASN 2027,American Society of Neuroimaging,https://www.asnweb.org,https://www.asnweb.org/2027-annual-meeting,neurology; radiology,neuroradiology; imaging; stroke,2027-01-15,2027-01-17,in-person,Hilton Head Island,South Carolina,US,Omni Hilton Head Oceanfront Resort,32.1503,-80.7513,50th anniversary annual meeting of the American Society of Neuroimaging on clinical and research applications of neuroimaging.,Abstract submission = 2026-07-01,high,Registration closing date is not specified; registration was open as of the access date.,https://www.asnweb.org/2027-annual-meeting; https://www.asnweb.org/
prcp-international-congress-2027,22nd PRCP International Congress 2027 (with the 53rd Philippine Psychiatric Association Annual Convention),PRCP 2027,Pacific Rim College of Psychiatrists,https://www.prcp.org/,https://philippinepsychiatricassociation.org/conventions/,psychiatry,general-psychiatry; international; cultural,2027-01-19,2027-01-23,,Manila,Metro Manila,PH,"Crowne Plaza Manila Galleria (Ortigas Center, Quezon City)",14.5907,121.0608,The 22nd International Congress of the Pacific Rim College of Psychiatrists is held jointly with the 53rd Annual Convention of the Philippine Psychiatric Association under the theme Psychiatry Without Borders: Building Collaborative Mental Health Systems Across the Pacific Rim.,,medium,The PRCP website (prcp.org/conferences) repeatedly reset connections during research; the co-host PPA page was used instead.,https://philippinepsychiatricassociation.org/conventions/; https://www.prcp.org/leadership-messages
nans-annual-2027,North American Neuromodulation Society Annual Meeting 2027,NANS 2027,North American Neuromodulation Society,https://www.neuromodulation.org,https://www.nans.org/annual-meeting,neurology; surgery,neuromodulation; interventional,2027-01-21,2027-01-24,in-person,Las Vegas,Nevada,US,Caesars Palace,36.1162,-115.1745,"Annual meeting of the North American Neuromodulation Society, themed Neuromodulation Without Boundaries.",Registration and housing open = 2026-09-10; Abstract submission opens = 2026-06-01; Abstract submission = 2026-08-17; Late-breaking abstract submission opens = 2026-10-19; Early registration = 2026-10-27; Late-breaking abstract submission = 2026-11-02; Housing deadline = 2026-12-28,high,neuromodulation.org 301-redirects to nans.org; used the redirected official pages as source.,https://www.nans.org/annual-meeting; https://www.nans.org/callforproposals.html; https://www.nans.org/abstracts/
sts-annual-2027,63rd STS Annual Meeting,STS 2027,Society of Thoracic Surgeons,https://www.sts.org,https://www.sts.org/annualmeeting,surgery,thoracic-surgery; surgery,2027-01-28,2027-01-31,in-person,San Diego,California,US,San Diego Convention Center,32.7076,-117.1611,"The STS Annual Meeting is the principal scientific meeting of the Society of Thoracic Surgeons, covering cardiothoracic surgical research, techniques, and continuing education. The 63rd edition takes place at the San Diego Convention Center.",Abstract submission deadline = 2026-08-31,high,"Abstract decision notification was stated only as 'early October 2026' without an exact day, so no notification deadline row was recorded. No early-bird or advance registration deadline was found published on the official site as of the access date.",https://www.sts.org/education/future-annual-meetings; https://www.sts.org/calendar-of-events/63rd-sts-annual-meeting; https://www.sts.org/annual-meeting-faq; https://www.sts.org/abstract-submission
academic-surgical-congress-2027,22nd Annual Academic Surgical Congress 2027,ASC 2027,Association for Academic Surgery and Society of University Surgeons,https://www.aasurg.org/,https://www.academicsurgicalcongress.org/,surgery,surgery; student-resident-research; translational,2027-02-09,2027-02-11,in-person,Washington,District of Columbia,US,Washington Hilton,38.9207,-77.0431,"The Academic Surgical Congress is the joint annual meeting of the Association for Academic Surgery and the Society of University Surgeons for surgeon scientists. The 2027 edition is the 22nd annual meeting and takes place in Washington, D.C.",Abstract submission opens = 2026-06-20; Abstract submission = 2026-08-07; Manuscript submission for award consideration (Journal of Surgical Research) = 2026-12-04,medium,"The official academicsurgicalcongress.org and aasurg.org domains returned HTTP 403 Forbidden to direct fetch, so most details rely on search-engine snippets of those pages plus the academicsurgicalcongress.us mirror. There is an unresolved discrepancy between the abstract submission close date reported by the organizer's social media (August 7, 2026) and the academicsurgicalcongress.us portal (August 17, 2026); August 7 was used as the primary value because it was corroborated by multiple independent search snippets of the official site and repeated organizer social posts.",https://academicsurgicalcongress.us/; https://www.academicsurgicalcongress.org/abstracts/; https://x.com/AcademicSurgery/status/2077805905463181653; https://www.aasurg.org/future-meeting/academic-surgical-congress/
